Order Date,Sales,Year,Macro_Retail_Index,Anomaly_IF,Rolling_Mean,Rolling_Std,Z_Score,Anomaly_Z
2015-06-29,3215.139,2015,264.44,1,7098.697899999998,3754.9730160494087,-1.0342441565894058,1
2015-07-06,4150.192,2015,264.44,1,6665.572899999997,4031.711575529578,-0.6238990197778704,1
2015-07-13,5603.373,2015,264.44,1,6285.168149999998,4045.675316829175,-0.1685244357509044,1
2015-07-20,3322.256,2015,264.44,1,4072.739999999998,1102.654660724182,-0.6806156331004928,1
2015-07-27,19884.354,2015,264.44,-1,8240.043749999997,7819.9215156587725,1.4890571761728293,1
2015-08-03,3153.594,2015,264.44,1,7990.894249999998,8007.294577697783,-0.6041116887934943,1
2015-08-10,12976.082,2015,264.44,1,9834.071499999998,8122.251925953441,0.38683982332044853,1
2015-08-17,3688.2839999999997,2015,264.44,1,9925.578499999996,8025.924615703854,-0.7771434194380358,1
2015-08-24,3925.896,2015,264.44,1,5935.963999999998,4704.511416992853,-0.42726392218744863,1
2015-08-31,4934.6725,2015,264.44,1,6381.233624999997,4429.643503832258,-0.3265637796243695,1
2015-09-07,7666.205,2015,264.44,1,5053.764374999998,1823.5179022681223,1.4326377721603962,1
2015-09-14,31458.978,2015,264.44,-1,11996.437874999998,13070.878078597007,1.4890002039625065,1
2015-09-21,18341.768,2015,264.44,1,15600.405874999997,12051.539156136188,0.22746987662602458,1
2015-09-28,15059.9738,2015,264.44,1,18131.7312,9943.549917623412,-0.3089195936509336,1
2015-10-05,11482.787,2015,264.44,1,19085.876699999997,8711.337453455924,-0.8727809869176554,1
2015-10-12,4617.902,2015,264.44,1,12375.607699999999,5881.610227771714,-1.3189765046601967,1
2015-10-19,11050.8,2015,264.44,1,10552.865699999998,4345.515302650681,0.1145857890999188,1
2015-10-26,3689.766,2015,264.44,1,7710.313749999998,4127.881516790143,-0.973997856684218,1
2015-11-02,16472.926,2015,264.44,1,8957.848499999998,5984.554137166424,1.2557455957041859,1
2015-11-09,14382.599,2015,264.44,1,11399.022749999998,5603.573864090754,0.5324416742535654,1
2015-11-16,14912.663700000001,2015,264.44,1,12364.488674999999,5850.81293449944,0.435524952434325,1
2015-11-23,26800.975,2015,264.44,-1,18142.290924999998,5840.244416884457,1.4825893330709388,1
2015-11-30,15047.237,2015,264.44,1,17785.868674999998,6016.9149573378445,-0.4551554566447942,1
2015-12-07,13515.078,2015,264.44,1,17568.988424999996,6193.519654957638,-0.6545406571455733,1
2015-12-14,16064.3225,2015,264.44,1,17856.903124999997,6054.074004402466,-0.29609493106566737,1
2015-12-21,17708.235,2015,264.44,1,15583.718124999998,1761.782854730802,1.2058903112237553,1
2015-12-28,11381.406,2015,264.44,1,14667.260374999998,2788.2893471308876,-1.1784481328600624,1
2016-01-04,13462.7946,2016,70.92999999999999,1,14654.189524999998,2795.6038488656673,-0.4261672931532893,1
2016-01-11,1708.984,2016,70.92999999999999,1,11065.354899999998,6770.453895525035,-1.381941453908155,1
2016-01-18,1720.158,2016,70.92999999999999,1,7068.335649999998,6240.1211364204,-0.8570631135324307,1
2016-01-25,358.522,2016,70.92999999999999,-1,4312.614649999999,6133.524431241664,-0.6446689328992428,1
2016-02-01,10314.516,2016,70.92999999999999,1,3525.5449999999983,4570.903557936167,1.4852579832301966,1
2016-02-08,3378.582,2016,70.92999999999999,1,3942.9444999999982,4423.584251641329,-0.12758036648462093,1
2016-02-15,3545.134,2016,70.92999999999999,1,4399.188499999998,4206.706229870408,-0.20302213972909358,1
2016-02-22,3253.514,2016,70.92999999999999,1,5122.936499999998,3463.113798255527,-0.5398097229555903,1
2016-02-29,1774.181,2016,70.92999999999999,1,2987.852749999998,817.8848237796698,-1.4839152344107434,1
2016-03-07,6873.7954,2016,70.92999999999999,1,3861.6560999999983,2152.561149677738,1.399328098275374,1
2016-03-14,5276.008,2016,70.92999999999999,1,4294.374599999998,2239.924281873684,0.43824401027470034,1
2016-03-21,13872.615,2016,70.92999999999999,1,6949.149849999998,5083.297952612111,1.3620026239937992,1
2016-03-28,3985.88,2016,70.92999999999999,1,7502.074599999998,4408.231569608909,-0.7976428970386301,1
2016-04-04,4114.838,2016,70.92999999999999,1,6812.335249999998,4742.4744687895845,-0.5687953130274789,1
2016-04-11,6277.378,2016,70.92999999999999,1,7062.677749999997,4660.056674632943,-0.16851721016072252,1
2016-04-18,12141.924,2016,70.92999999999999,1,6630.004999999998,3822.000301639811,1.4421555638379044,1
2016-04-25,3517.6279999999997,2016,70.92999999999999,1,6512.941999999998,3935.468523900402,-0.76110734511259,1
2016-05-02,11051.8925,2016,70.92999999999999,1,8247.205624999999,4053.1561804958046,0.6919760182191934,1
2016-05-09,7656.522,2016,70.92999999999999,1,8591.991624999999,3884.90247839505,-0.24079616675126028,1
2016-05-16,5112.2195,2016,70.92999999999999,1,6834.565499999998,3287.8569329906422,-0.5238506525992138,1
2016-05-23,5467.158,2016,70.92999999999999,1,7321.947999999998,2729.3205334154063,-0.6795793961506447,1
2016-05-30,5927.321,2016,70.92999999999999,1,6040.805124999998,1127.6468054854515,-0.10063800513419027,1
2016-06-06,8737.844000000001,2016,70.92999999999999,1,6311.135624999998,1651.860093949154,1.469076215285518,1
2016-06-13,5679.326,2016,70.92999999999999,1,6452.9122499999985,1534.8513925694542,-0.504013778627101,1
2016-06-20,7388.097000000001,2016,70.92999999999999,1,6933.146999999999,1419.8196841649067,0.3204280128483984,1
2016-06-27,5413.163,2016,70.92999999999999,1,6804.607499999998,1557.8018286852594,-0.8932102109382799,1
2016-07-04,5153.254,2016,70.92999999999999,1,5908.459999999998,1009.5350848072682,-0.7480730599315187,1
2016-07-11,5094.93,2016,70.92999999999999,1,5762.360999999998,1092.6164716115259,-0.6108557003681154,1
2016-07-18,8949.927,2016,70.92999999999999,1,6152.818499999998,1869.8630509162465,1.4958894976984536,1
2016-07-25,5824.439,2016,70.92999999999999,1,6255.637499999998,1826.4372731122774,-0.23608722092340395,1
2016-08-01,6156.487,2016,70.92999999999999,1,6506.445749999999,1688.251725439384,-0.20729062184664357,1
2016-08-08,3586.3152,2016,70.92999999999999,1,6129.292049999998,2199.726326023131,-1.1560423766884798,1
2016-08-15,7010.464,2016,70.92999999999999,1,5644.426299999998,1460.193027241119,0.935518574952372,1
2016-08-22,6654.724,2016,70.92999999999999,1,5851.997549999998,1550.531586861797,0.5177104786524747,1
2016-08-29,15953.346,2016,70.92999999999999,1,8301.2123,5327.9877290353625,1.4362145877887422,1
2016-09-05,8849.646,2016,70.92999999999999,1,9617.044999999998,4332.328927355518,-0.1771331339027443,1
2016-09-12,8017.661,2016,70.92999999999999,1,9868.844249999998,4156.014718657646,-0.4454226886371358,1
2016-09-19,23888.516,2016,70.92999999999999,1,14177.292249999999,7388.890429705233,1.314300684573477,1
2016-09-26,21538.258,2016,70.92999999999999,1,15573.520249999998,8306.999953541526,0.7180375326061071,1
2016-10-03,6144.22,2016,70.92999999999999,1,14897.163749999998,9108.423399961246,-0.9609724280095763,1
2016-10-10,5567.335,2016,70.92999999999999,1,14284.58225,9782.76124175216,-0.891082490370447,1
2016-10-17,7896.7175,2016,70.92999999999999,1,10286.632624999998,7566.199405098484,-0.3158673195144122,1
2016-10-24,6342.239,2016,70.92999999999999,1,6487.627874999998,995.2452697107093,-0.14608346246373954,1
2016-10-31,8502.548,2016,70.92999999999999,1,7077.209874999998,1356.8450959568665,1.0504796230956888,1
2016-11-07,14639.731,2016,70.92999999999999,1,9345.308874999999,3644.9964415152936,1.4525177760664727,1
2016-11-14,23000.0862,2016,70.92999999999999,1,13121.151049999999,7465.132003243526,1.323343665685711,1
2016-11-21,16175.9988,2016,70.92999999999999,1,15579.590999999999,5955.0350046710555,0.10015185461247264,1
2016-11-28,11754.9185,2016,70.92999999999999,1,16392.683624999998,4770.968782181891,-0.9720803754408607,1
2016-12-05,19744.940000000002,2016,70.92999999999999,1,17668.985875,4828.230163199067,0.42996171574897074,1
2016-12-12,16226.676,2016,70.92999999999999,1,15975.633324999999,3272.3730019878726,0.07671578846528174,1
2016-12-19,15986.341999999999,2016,70.92999999999999,1,15928.219124999998,3269.875182078519,0.017775258003290117,1
2016-12-26,17283.877,2016,70.92999999999999,1,17310.458749999998,1718.068272107036,-0.015471882247960813,1
2017-01-02,10266.2512,2017,0.05,1,14940.786549999997,3166.9149800148193,-1.4760533135556808,1
2017-01-09,6106.7339999999995,2017,0.05,1,12410.801049999998,5192.036136546887,-1.2141801182055523,1
2017-01-16,1533.679,2017,0.05,1,8797.635299999998,6687.778449958888,-1.0861538482999018,1
2017-01-23,3185.226,2017,0.05,1,5272.972549999999,3828.3587319790663,-0.5453372309550364,1
2017-01-30,4037.068,2017,0.05,1,3715.6767499999983,1902.8872174965709,0.16889663614579464,1
2017-02-06,14951.276000000002,2017,0.05,1,5926.812249999999,6105.407281634792,1.4781100316019542,1
2017-02-13,3836.238,2017,0.05,1,6502.451999999999,5644.272338081754,-0.4723751513567347,1
2017-02-20,2789.7870000000003,2017,0.05,1,6403.592249999999,5724.631887605623,-0.6312729483662056,1
2017-02-27,2855.484,2017,0.05,1,6108.196249999999,5914.77896702797,-0.5499296369538568,1
2017-03-06,14986.909000000001,2017,0.05,1,6117.104499999999,5932.537228170019,1.4951114774101515,1
2017-03-13,22184.762,2017,0.05,1,10704.235499999999,9563.56238007416,1.2004445669659527,1
2017-03-20,6964.366999999999,2017,0.05,1,11747.8805,8590.237055067206,-0.5568546559699773,1
2017-03-27,3739.864,2017,0.05,1,11968.975499999997,8291.252393169343,-0.9925052464666809,1
2017-04-03,7494.3189999999995,2017,0.05,1,10095.827999999998,8228.294693662316,-0.3161662406189414,1
2017-04-10,8889.025,2017,0.05,1,6771.893749999997,2178.2556728121754,0.9719388207844031,1
2017-04-17,14973.249,2017,0.05,1,8774.114249999999,4669.904623960791,1.327464958961451,1
2017-04-24,8293.219000000001,2017,0.05,1,9912.452999999998,3421.907451189189,-0.4731963161181571,1
2017-05-01,1689.8120000000001,2017,0.05,1,8461.326249999998,5430.461288207941,-1.2469501006671584,1
2017-05-08,10980.789,2017,0.05,1,8984.267249999997,5583.924145202819,0.3575481503836736,1
2017-05-15,4076.232,2017,0.05,1,6260.012999999999,4166.344893587768,-0.5241479176054189,1
2017-05-22,9920.937,2017,0.05,1,6666.942499999997,4497.457086711466,0.7235187434282598,1
2017-05-29,22631.647,2017,0.05,1,11902.401249999999,7770.482807970962,1.380769511386595,1
2017-06-05,11663.624,2017,0.05,1,12073.109999999997,7750.963138719775,-0.05283033768467023,1
2017-06-12,13215.761,2017,0.05,1,14357.99225,5677.591470240253,-0.20118235980646634,1
2017-06-19,7768.278,2017,0.05,1,13819.8275,6305.646256104258,-0.9597032967305646,1
2017-06-26,12405.568000000001,2017,0.05,1,11263.307749999998,2414.6993067160515,0.4730445098580232,1
2017-07-03,6545.554,2017,0.05,1,9983.790249999998,3318.66466318232,-1.0360300298322456,1
2017-07-10,9619.225,2017,0.05,1,9084.656249999998,2549.1247212061603,0.20970678505956436,1
2017-07-17,5720.97,2017,0.05,1,8572.829249999999,3056.565420666537,-0.9330273877724171,1
2017-07-24,7858.956,2017,0.05,1,7436.176249999999,1700.93944964945,0.2485566138683732,1
2017-07-31,11776.77,2017,0.05,1,8743.980249999997,2574.601971490039,1.1779645100810634,1
2017-08-07,3051.37,2017,0.05,1,7102.016499999998,3685.164139064799,-1.09917668444151,1
2017-08-14,7535.5505,2017,0.05,1,7555.661624999998,3568.323177245219,-0.00563601557399395,1
2017-08-21,7085.322,2017,0.05,1,7362.253124999998,3567.3704314357265,-0.07762892313051559,1
2017-08-28,10556.9318,2017,0.05,1,7057.293574999998,3083.5264808084576,1.1349467068894592,1
2017-09-04,18944.779,2017,0.05,1,11030.645825,5496.6408015583165,1.4398126893713548,1
2017-09-11,19615.2016,2017,0.05,1,14050.5586,6208.558451924323,0.8962858356073392,1
2017-09-18,14877.136,2017,0.05,1,15998.5121,4188.444902524278,-0.26773089442436554,1
2017-09-25,11481.576,2017,0.05,1,16229.673149999999,3795.057573143941,-1.251126513494901,1
2017-10-02,25822.1103,2017,0.05,1,17949.005975,6218.949943464125,1.265986122508403,1
2017-10-09,10506.046,2017,0.05,1,15671.717074999999,7021.473767198441,-0.7356961296547141,1
2017-10-16,7034.263,2017,0.05,1,13710.998824999999,8296.583055286908,-0.804757305568745,1
2017-10-23,12740.414,2017,0.05,1,14025.708325,8207.220635354168,-0.15660530916682666,1
2017-10-30,6317.425,2017,0.05,1,9149.537,3012.737225615637,-0.9400461400749192,1
2017-11-06,16935.6418,2017,0.05,1,10756.93595,5022.553883019012,1.2301920484894904,1
2017-11-13,22812.184,2017,0.05,1,14701.4162,6950.135643935171,1.1669941732831677,1
2017-11-20,12766.911,2017,0.05,1,14708.040449999999,6947.655758718533,-0.2793934410990495,1
2017-11-27,25603.152000000002,2017,0.05,1,19529.4722,5777.138080471341,1.0513302114988512,1
2017-12-04,22963.279,2017,0.05,1,21036.3815,5659.974783352312,0.3404427711705685,1
2017-12-11,24118.966,2017,0.05,1,21363.076999999997,5831.7486378816975,0.4725664926808371,1
2017-12-18,26398.899999999998,2017,0.05,-1,24771.074249999998,1531.3979332674462,1.0629671848432052,1
2017-12-25,21384.952,2017,0.05,1,23716.52425,2110.3480431710427,-1.1048283042907652,1
2018-01-01,7053.958,2018,111.80666666666667,1,19739.194,8701.682185046739,-1.4577912328030935,1
2018-01-08,8472.136,2018,111.80666666666667,1,15827.486499999999,9551.896661393745,-0.7700408369919235,1
2018-01-15,8579.959,2018,111.80666666666667,1,11372.751250000001,6710.921356881367,-0.4161563072313873,1
2018-01-22,15133.68,2018,111.80666666666667,1,9809.93325,3616.6382721398227,1.4720152665005528,1
2018-01-29,5422.356,2018,111.80666666666667,1,9402.03275,4091.8667479535397,-0.9725821966197583,1
2018-02-05,7880.698,2018,111.80666666666667,1,9254.17325,4146.983730293608,-0.33119861068342243,1
2018-02-12,3146.737,2018,111.80666666666667,1,7895.8677499999985,5198.033587987861,-0.9136398735427119,1
2018-02-19,6962.6053999999995,2018,111.80666666666667,1,5853.099099999999,2069.7904051325545,0.5360476583757979,1
2018-02-26,5662.672,2018,111.80666666666667,1,5913.178099999999,2056.5652498595114,-0.12180800002193572,1
2018-03-05,4936.692,2018,111.80666666666667,1,5177.176599999999,1592.0615142405204,-0.15105232922781883,1
2018-03-12,6078.67,2018,111.80666666666667,1,5910.159849999998,845.5623764198785,0.19928766309763676,1
2018-03-19,10583.159,2018,111.80666666666667,1,6815.298249999998,2555.849795066085,1.4742105570028534,1
2018-03-26,27125.476,2018,111.80666666666667,1,12180.999249999999,10256.849558605853,1.45702407592213,1
2018-04-02,16952.9938,2018,111.80666666666667,1,15185.074699999997,9125.11106451633,0.1937422007798554,1
2018-04-09,10955.3485,2018,111.80666666666667,1,16404.244325,7720.566358499198,-0.7057637447804038,1
2018-04-16,4420.516,2018,111.80666666666667,1,14863.583574999999,9644.542545019674,-1.0827955319034466,1
2018-04-23,7886.551,2018,111.80666666666667,1,10053.852325,5317.973349234872,-0.40754272025673494,1
2018-04-30,5483.536599999999,2018,111.80666666666667,1,7186.488025,2900.864368194233,-0.5870496544656016,1
2018-05-07,12766.0638,2018,111.80666666666667,1,7639.16685,3712.7135773587847,1.3809029011193645,1
2018-05-14,13405.069000000001,2018,111.80666666666667,1,9885.3051,3832.235747760004,0.9184622585020646,1
2018-05-21,10927.576,2018,111.80666666666667,1,10645.56135,3598.02931678313,0.07838030909990984,1
2018-05-28,5299.275,2018,111.80666666666667,1,10599.49595,3686.2462852052154,-1.4378369050577244,1
2018-06-04,5381.1964,2018,111.80666666666667,1,8753.2791,4068.8983907010575,-0.8287458609697553,1
2018-06-11,7782.87,2018,111.80666666666667,1,7347.72935,2650.0356280793503,0.1642018112471093,1
2018-06-18,14545.5175,2018,111.80666666666667,1,8252.214725,4350.806190837059,1.4464681943897897,1
2018-06-25,6796.132,2018,111.80666666666667,1,8626.428974999999,4067.297308763575,-0.4500032419701314,1
2018-07-02,15922.0322,2018,111.80666666666667,1,11261.637924999999,4638.451943762225,1.0047305289574646,1
2018-07-09,13091.864,2018,111.80666666666667,1,12588.886424999999,4031.0154299864507,0.1247768915143278,1
2018-07-16,8401.911,2018,111.80666666666667,1,11052.9848,4203.714192217581,-0.6306503436670328,1
2018-07-23,11720.209,2018,111.80666666666667,1,12284.00405,3123.9076931662503,-0.1804774997780302,1
2018-07-30,9244.07,2018,111.80666666666667,1,10614.5135,2170.526299331563,-0.6313876502772816,1
2018-08-06,6106.278,2018,111.80666666666667,1,8868.117,2318.1078585081136,-1.1914195406668706,1
2018-08-13,12347.668,2018,111.80666666666667,1,9854.556250000001,2835.4041265419755,0.8792791569505709,1
2018-08-20,20272.34,2018,111.80666666666667,1,11992.589,6079.566091981803,1.361898345166437,1
2018-08-27,20827.66,2018,111.80666666666667,1,14888.486499999999,7020.03336079393,0.8460320905552379,1
2018-09-03,16351.922999999999,2018,111.80666666666667,1,17449.89775,3941.8166305031014,-0.2785453644655877,1
2018-09-10,18582.845,2018,111.80666666666667,1,19008.692,2012.0651115787682,-0.2116467292978689,1
2018-09-17,22638.781,2018,111.80666666666667,1,19600.30225,2727.999704795566,1.1138119790330767,1
2018-09-24,27575.669,2018,111.80666666666667,1,21287.3045,4934.305373356147,1.2744173747241896,1
2018-10-01,8824.066,2018,111.80666666666667,1,19405.34025,7955.067025840032,-1.3301301190334909,1
2018-10-08,19165.484,2018,111.80666666666667,1,19551.0,7940.307292335173,-0.04855177335166116,1
2018-10-15,16919.415,2018,111.80666666666667,1,18121.158499999998,7710.566363502071,-0.15585670926696696,1
2018-10-22,27411.755200000003,2018,111.80666666666667,1,18080.180050000003,7643.716422698488,1.220816502596736,1
2018-10-29,6423.353,2018,111.80666666666667,1,17480.001800000002,8641.842320782529,-1.2794319069453712,1
2018-11-05,31325.571,2018,111.80666666666667,-1,20520.02355,11194.289070107472,0.9652732194360117,1
2018-11-12,20571.872,2018,111.80666666666667,1,21433.1378,10948.96523501353,-0.07866184443126847,1
2018-11-19,35058.333,2018,111.80666666666667,-1,23344.78225,12844.247212432772,0.9119686468399409,1
2018-11-26,19863.669,2018,111.80666666666667,1,26704.86125,7649.5515645007235,-0.8943259212406546,1
2018-12-03,32354.57,2018,111.80666666666667,-1,26962.111,7870.841929646569,0.685118447073443,1
2018-12-10,23801.928,2018,111.80666666666667,1,27769.625,7127.265598157342,-0.5566927379591122,1
2018-12-17,9697.033,2018,111.80666666666667,1,21429.3,9400.144991554345,-1.2480942592418491,1
2018-12-24,23662.364,2018,111.80666666666667,1,22378.973749999997,9381.116334795686,0.13680570671954634,1
2018-12-31,8977.8318,2018,111.80666666666667,1,16534.7892,8316.171873005702,-0.9087062551616912,1
